game_id,date,season,season_type,matchup,is_home,opponent,knicks_score,opponent_score,point_diff,won,rest_days
0028300008,1983-10-28,1983,Regular Season,NYK @ CLE,0,CLE,121,,,1,
0028300011,1983-10-29,1983,Regular Season,NYK vs. WAS,1,WAS,100,,,1,1.0
0028300034,1983-11-02,1983,Regular Season,NYK @ SEA,0,SEA,119,,,0,4.0
0028300046,1983-11-04,1983,Regular Season,NYK @ POR,0,POR,97,,,0,2.0
0028300048,1983-11-05,1983,Regular Season,NYK @ GOS,0,GOS,100,,,0,1.0
0028300062,1983-11-08,1983,Regular Season,NYK vs. MIL,1,MIL,90,,,0,3.0
0028300077,1983-11-10,1983,Regular Season,NYK @ IND,0,IND,99,,,1,2.0
0028300078,1983-11-11,1983,Regular Season,NYK vs. SDC,1,SDC,116,,,1,1.0
0028300105,1983-11-15,1983,Regular Season,NYK vs. IND,1,IND,94,,,1,4.0
0028300109,1983-11-16,1983,Regular Season,NYK @ PHL,0,PHL,97,,,0,1.0
0028300122,1983-11-18,1983,Regular Season,NYK @ BOS,0,BOS,110,,,1,2.0
0028300123,1983-11-19,1983,Regular Season,NYK vs. DET,1,DET,104,,,1,1.0
0028300140,1983-11-22,1983,Regular Season,NYK vs. BOS,1,BOS,117,,,1,3.0
0028300167,1983-11-26,1983,Regular Season,NYK vs. CLE,1,CLE,113,,,1,4.0
0028300171,1983-11-27,1983,Regular Season,NYK @ IND,0,IND,91,,,0,1.0
0028300180,1983-11-29,1983,Regular Season,NYK vs. SAN,1,SAN,118,,,1,2.0
0028300183,1983-11-30,1983,Regular Season,NYK @ NJN,0,NJN,113,,,1,1.0
0028300191,1983-12-01,1983,Regular Season,NYK vs. WAS,1,WAS,127,,,1,1.0
0028300202,1983-12-03,1983,Regular Season,NYK vs. HOU,1,HOU,117,,,1,2.0
0028300215,1983-12-06,1983,Regular Season,NYK vs. DEN,1,DEN,112,,,0,3.0
0028300230,1983-12-08,1983,Regular Season,NYK @ PHX,0,PHX,97,,,0,2.0
0028300233,1983-12-09,1983,Regular Season,NYK @ SDC,0,SDC,111,,,1,1.0
0028300248,1983-12-11,1983,Regular Season,NYK @ LAL,0,LAL,109,,,1,2.0
0028300259,1983-12-13,1983,Regular Season,NYK vs. BOS,1,BOS,100,,,0,2.0
0028300268,1983-12-15,1983,Regular Season,NYK vs. CHI,1,CHI,107,,,0,2.0
0028300284,1983-12-17,1983,Regular Season,NYK vs. MIL,1,MIL,102,,,1,2.0
0028300313,1983-12-23,1983,Regular Season,NYK @ ATL,0,ATL,113,,,0,6.0
0028300317,1983-12-25,1983,Regular Season,NYK vs. NJN,1,NJN,112,,,1,2.0
0028300324,1983-12-27,1983,Regular Season,NYK @ CHI,0,CHI,96,,,0,2.0
0028300332,1983-12-28,1983,Regular Season,NYK vs. DET,1,DET,108,,,0,1.0
0028300341,1983-12-30,1983,Regular Season,NYK @ WAS,0,WAS,86,,,0,2.0
0028300362,1984-01-03,1983,Regular Season,NYK vs. LAL,1,LAL,117,,,1,4.0
0028300380,1984-01-06,1983,Regular Season,NYK @ DET,0,DET,107,,,0,3.0
0028300387,1984-01-07,1983,Regular Season,NYK vs. IND,1,IND,140,,,1,1.0
0028300394,1984-01-09,1983,Regular Season,NYK vs. PHL,1,PHL,111,,,1,2.0
0028300414,1984-01-13,1983,Regular Season,NYK @ MIL,0,MIL,101,,,0,4.0
0028300426,1984-01-14,1983,Regular Season,NYK @ CHI,0,CHI,113,,,1,1.0
0028300441,1984-01-17,1983,Regular Season,NYK vs. NJN,1,NJN,115,,,0,3.0
0028300453,1984-01-19,1983,Regular Season,NYK vs. CHI,1,CHI,109,,,1,2.0
0028300469,1984-01-21,1983,Regular Season,NYK vs. ATL,1,ATL,95,,,0,2.0
0028300474,1984-01-24,1983,Regular Season,NYK vs. PHL,1,PHL,111,,,1,3.0
0028300490,1984-01-26,1983,Regular Season,NYK @ WAS,0,WAS,104,,,1,2.0
0028300501,1984-01-31,1983,Regular Season,NYK @ SAN,0,SAN,117,,,1,5.0
0028300507,1984-02-01,1983,Regular Season,NYK @ DAL,0,DAL,105,,,1,1.0
0028300532,1984-02-04,1983,Regular Season,NYK @ HOU,0,HOU,103,,,1,3.0
0028300538,1984-02-06,1983,Regular Season,NYK vs. GOS,1,GOS,116,,,1,2.0
0028300554,1984-02-08,1983,Regular Season,NYK @ MIL,0,MIL,103,,,0,2.0
0028300568,1984-02-10,1983,Regular Season,NYK @ UTH,0,UTH,133,,,1,2.0
0028300571,1984-02-11,1983,Regular Season,NYK @ DEN,0,DEN,138,,,1,1.0
0028300586,1984-02-14,1983,Regular Season,NYK @ KCK,0,KCK,106,,,1,3.0
0028300598,1984-02-16,1983,Regular Season,NYK vs. IND,1,IND,100,,,1,2.0
0028300606,1984-02-18,1983,Regular Season,NYK vs. NJN,1,NJN,112,,,1,2.0
0028300615,1984-02-19,1983,Regular Season,NYK @ PHL,0,PHL,97,,,0,1.0
0028300625,1984-02-21,1983,Regular Season,NYK vs. POR,1,POR,89,,,0,2.0
0028300634,1984-02-22,1983,Regular Season,NYK @ DET,0,DET,111,,,0,1.0
0028300641,1984-02-24,1983,Regular Season,NYK @ ATL,0,ATL,104,,,0,2.0
0028300653,1984-02-25,1983,Regular Season,NYK @ NJN,0,NJN,104,,,0,1.0
0028300660,1984-02-27,1983,Regular Season,NYK vs. ATL,1,ATL,96,,,1,2.0
0028300676,1984-02-29,1983,Regular Season,NYK @ BOS,0,BOS,102,,,1,2.0
0028300685,1984-03-02,1983,Regular Season,NYK @ DET,0,DET,117,,,1,2.0
0028300691,1984-03-03,1983,Regular Season,NYK vs. MIL,1,MIL,106,,,0,1.0
0028300708,1984-03-06,1983,Regular Season,NYK vs. SEA,1,SEA,124,,,1,3.0
0028300728,1984-03-10,1983,Regular Season,NYK vs. UTH,1,UTH,114,,,1,4.0
0028300743,1984-03-13,1983,Regular Season,NYK vs. PHX,1,PHX,117,,,1,3.0
0028300757,1984-03-15,1983,Regular Season,NYK vs. CLE,1,CLE,105,,,1,2.0
0028300769,1984-03-17,1983,Regular Season,NYK vs. KCK,1,KCK,123,,,1,2.0
0028300793,1984-03-21,1983,Regular Season,NYK @ CLE,0,CLE,105,,,0,4.0
0028300798,1984-03-22,1983,Regular Season,NYK vs. BOS,1,BOS,100,,,0,1.0
0028300809,1984-03-24,1983,Regular Season,NYK vs. WAS,1,WAS,107,,,1,2.0
0028300818,1984-03-25,1983,Regular Season,NYK @ NJN,0,NJN,94,,,0,1.0
0028300821,1984-03-27,1983,Regular Season,NYK vs. DAL,1,DAL,97,,,1,2.0
0028300833,1984-03-28,1983,Regular Season,NYK @ IND,0,IND,93,,,0,1.0
0028300847,1984-03-30,1983,Regular Season,NYK @ WAS,0,WAS,79,,,0,2.0
0028300857,1984-03-31,1983,Regular Season,NYK @ ATL,0,ATL,106,,,0,1.0
0028300863,1984-04-02,1983,Regular Season,NYK vs. CHI,1,CHI,115,,,1,2.0
0028300871,1984-04-03,1983,Regular Season,NYK @ CHI,0,CHI,113,,,1,1.0
0028300889,1984-04-06,1983,Regular Season,NYK vs. DET,1,DET,107,,,0,3.0
0028300899,1984-04-08,1983,Regular Season,NYK @ PHL,0,PHL,108,,,0,2.0
0028300902,1984-04-09,1983,Regular Season,NYK vs. CLE,1,CLE,118,,,1,1.0
0028300914,1984-04-11,1983,Regular Season,NYK @ BOS,0,BOS,96,,,0,2.0
0028300930,1984-04-13,1983,Regular Season,NYK @ CLE,0,CLE,117,,,1,2.0
0028300937,1984-04-14,1983,Regular Season,NYK vs. PHL,1,PHL,100,,,0,1.0
0048300004,1984-04-17,1983,Playoffs,NYK @ DET,0,DET,94,,,1,
0048300009,1984-04-19,1983,Playoffs,NYK @ DET,0,DET,105,,,0,2.0
0048300020,1984-04-22,1983,Playoffs,NYK vs. DET,1,DET,120,,,1,3.0
0048300031,1984-04-25,1983,Playoffs,NYK vs. DET,1,DET,112,,,0,3.0
0048300037,1984-04-27,1983,Playoffs,NYK @ DET,0,DET,127,,,1,2.0
0048300040,1984-04-29,1983,Playoffs,NYK @ BOS,0,BOS,92,,,0,2.0
0048300044,1984-05-02,1983,Playoffs,NYK @ BOS,0,BOS,102,,,0,3.0
0048300047,1984-05-04,1983,Playoffs,NYK vs. BOS,1,BOS,100,,,1,2.0
0048300052,1984-05-06,1983,Playoffs,NYK vs. BOS,1,BOS,120,,,1,2.0
0048300057,1984-05-09,1983,Playoffs,NYK @ BOS,0,BOS,99,,,0,3.0
0048300060,1984-05-11,1983,Playoffs,NYK vs. BOS,1,BOS,106,,,1,2.0
0048300062,1984-05-13,1983,Playoffs,NYK @ BOS,0,BOS,104,,,0,2.0
0028400016,1984-10-27,1984,Regular Season,NYK vs. DET,1,DET,137,,,1,
0028400024,1984-10-30,1984,Regular Season,NYK @ UTH,0,UTH,111,,,0,3.0
0028400037,1984-11-01,1984,Regular Season,NYK @ LAC,0,LAC,105,,,0,2.0
0028400053,1984-11-03,1984,Regular Season,NYK @ HOU,0,HOU,93,,,0,2.0
0028400055,1984-11-04,1984,Regular Season,NYK @ SAN,0,SAN,130,,,0,1.0
0028400059,1984-11-06,1984,Regular Season,NYK @ DAL,0,DAL,104,,,0,2.0
0028400072,1984-11-08,1984,Regular Season,NYK vs. CHI,1,CHI,106,,,0,2.0
0028400088,1984-11-10,1984,Regular Season,NYK vs. KCK,1,KCK,113,,,1,2.0
0028400100,1984-11-13,1984,Regular Season,NYK vs. WAS,1,WAS,92,,,0,3.0
0028400105,1984-11-14,1984,Regular Season,NYK @ BOS,0,BOS,99,,,0,1.0
0028400116,1984-11-16,1984,Regular Season,NYK @ WAS,0,WAS,104,,,0,2.0
0028400124,1984-11-17,1984,Regular Season,NYK vs. CLE,1,CLE,112,,,1,1.0
0028400131,1984-11-20,1984,Regular Season,NYK vs. GOS,1,GOS,106,,,1,3.0
0028400147,1984-11-21,1984,Regular Season,NYK @ CLE,0,CLE,109,,,1,1.0
0028400150,1984-11-23,1984,Regular Season,NYK @ DET,0,DET,120,,,1,2.0
0028400164,1984-11-24,1984,Regular Season,NYK vs. IND,1,IND,119,,,1,1.0
0028400172,1984-11-27,1984,Regular Season,NYK vs. ATL,1,ATL,97,,,1,3.0
0028400184,1984-11-28,1984,Regular Season,NYK @ NJN,0,NJN,96,,,0,1.0
0028400192,1984-11-30,1984,Regular Season,NYK @ MIL,0,MIL,100,,,0,2.0
0028400199,1984-12-01,1984,Regular Season,NYK vs. POR,1,POR,93,,,0,1.0
0028400211,1984-12-04,1984,Regular Season,NYK vs. DEN,1,DEN,100,,,1,3.0
0028400223,1984-12-06,1984,Regular Season,NYK vs. DAL,1,DAL,83,,,0,2.0
0028400228,1984-12-07,1984,Regular Season,NYK @ CHI,0,CHI,93,,,0,1.0
0028400245,1984-12-09,1984,Regular Season,NYK @ PHL,0,PHL,94,,,0,2.0
0028400251,1984-12-11,1984,Regular Season,NYK vs. PHL,1,PHL,110,,,1,2.0
0028400266,1984-12-13,1984,Regular Season,NYK vs. UTH,1,UTH,119,,,1,2.0
0028400277,1984-12-15,1984,Regular Season,NYK @ CLE,0,CLE,97,,,0,2.0
0028400288,1984-12-18,1984,Regular Season,NYK vs. BOS,1,BOS,108,,,0,3.0
0028400304,1984-12-20,1984,Regular Season,NYK vs. CLE,1,CLE,112,,,1,2.0
0028400309,1984-12-21,1984,Regular Season,NYK @ WAS,0,WAS,111,,,0,1.0
0028400327,1984-12-25,1984,Regular Season,NYK vs. NJN,1,NJN,114,,,0,4.0
0028400332,1984-12-26,1984,Regular Season,NYK @ ATL,0,ATL,105,,,0,1.0
0028400347,1984-12-28,1984,Regular Season,NYK @ NJN,0,NJN,97,,,0,2.0
0028400355,1984-12-29,1984,Regular Season,NYK vs. WAS,1,WAS,108,,,0,1.0
0028400378,1985-01-04,1984,Regular Season,NYK @ BOS,0,BOS,94,,,0,6.0
0028400381,1985-01-05,1984,Regular Season,NYK vs. CHI,1,CHI,119,,,1,1.0
0028400394,1985-01-07,1984,Regular Season,NYK vs. BOS,1,BOS,97,,,0,2.0
0028400406,1985-01-09,1984,Regular Season,NYK @ DEN,0,DEN,95,,,0,2.0
0028400413,1985-01-11,1984,Regular Season,NYK @ CHI,0,CHI,97,,,0,2.0
0028400426,1985-01-12,1984,Regular Season,NYK @ IND,0,IND,95,,,0,1.0
0028400441,1985-01-15,1984,Regular Season,NYK vs. PHL,1,PHL,82,,,0,3.0
0028400451,1985-01-17,1984,Regular Season,NYK vs. DET,1,DET,89,,,0,2.0
0028400465,1985-01-19,1984,Regular Season,NYK vs. ATL,1,ATL,88,,,1,2.0
0028400473,1985-01-22,1984,Regular Season,NYK vs. SEA,1,SEA,92,,,1,3.0
0028400504,1985-01-26,1984,Regular Season,NYK vs. IND,1,IND,109,,,1,4.0
0028400509,1985-01-28,1984,Regular Season,NYK vs. LAC,1,LAC,117,,,1,2.0
0028400525,1985-01-30,1984,Regular Season,NYK @ PHX,0,PHX,93,,,0,2.0
0028400535,1985-02-01,1984,Regular Season,NYK @ LAL,0,LAL,104,,,0,2.0
0028400543,1985-02-02,1984,Regular Season,NYK @ GOS,0,GOS,98,,,0,1.0
0028400559,1985-02-05,1984,Regular Season,NYK @ SEA,0,SEA,110,,,1,3.0
0028400568,1985-02-07,1984,Regular Season,NYK @ POR,0,POR,122,,,0,2.0
0028400591,1985-02-13,1984,Regular Season,NYK @ PHL,0,PHL,129,,,0,6.0
0028400592,1985-02-14,1984,Regular Season,NYK vs. HOU,1,HOU,105,,,0,1.0
0028400608,1985-02-16,1984,Regular Season,NYK vs. NJN,1,NJN,117,,,0,2.0
0028400620,1985-02-19,1984,Regular Season,NYK vs. MIL,1,MIL,118,,,0,3.0
0028400639,1985-02-22,1984,Regular Season,NYK @ ATL,0,ATL,113,,,1,3.0
0028400650,1985-02-24,1984,Regular Season,NYK vs. LAL,1,LAL,114,,,0,2.0
0028400656,1985-02-26,1984,Regular Season,NYK vs. SAN,1,SAN,129,,,1,2.0
0028400670,1985-02-27,1984,Regular Season,NYK @ IND,0,IND,106,,,0,1.0
0028400679,1985-03-01,1984,Regular Season,NYK @ CHI,0,CHI,104,,,0,2.0
0028400683,1985-03-02,1984,Regular Season,NYK vs. WAS,1,WAS,97,,,0,1.0
0028400701,1985-03-05,1984,Regular Season,NYK vs. BOS,1,BOS,102,,,0,3.0
0028400707,1985-03-06,1984,Regular Season,NYK @ DET,0,DET,90,,,0,1.0
0028400724,1985-03-09,1984,Regular Season,NYK vs. PHL,1,PHL,131,,,1,3.0
0028400742,1985-03-12,1984,Regular Season,NYK vs. PHX,1,PHX,119,,,0,3.0
0028400756,1985-03-14,1984,Regular Season,NYK vs. CHI,1,CHI,106,,,1,2.0
0028400761,1985-03-15,1984,Regular Season,NYK @ PHL,0,PHL,110,,,0,1.0
0028400768,1985-03-16,1984,Regular Season,NYK vs. IND,1,IND,116,,,1,1.0
0028400796,1985-03-20,1984,Regular Season,NYK @ WAS,0,WAS,102,,,0,4.0
0028400803,1985-03-22,1984,Regular Season,NYK @ IND,0,IND,118,,,1,2.0
0028400815,1985-03-23,1984,Regular Season,NYK @ KCK,0,KCK,105,,,0,1.0
0028400821,1985-03-25,1984,Regular Season,NYK @ MIL,0,MIL,106,,,0,2.0
0028400830,1985-03-26,1984,Regular Season,NYK @ CLE,0,CLE,98,,,0,1.0
0028400842,1985-03-28,1984,Regular Season,NYK vs. MIL,1,MIL,116,,,0,2.0
0028400858,1985-03-30,1984,Regular Season,NYK vs. NJN,1,NJN,114,,,0,2.0
0028400873,1985-04-03,1984,Regular Season,NYK @ NJN,0,NJN,100,,,0,4.0
0028400879,1985-04-04,1984,Regular Season,NYK vs. ATL,1,ATL,79,,,0,1.0
0028400901,1985-04-07,1984,Regular Season,NYK @ BOS,0,BOS,102,,,0,3.0
0028400904,1985-04-09,1984,Regular Season,NYK vs. DET,1,DET,97,,,0,2.0
0028400913,1985-04-10,1984,Regular Season,NYK @ ATL,0,ATL,94,,,0,1.0
0028400929,1985-04-12,1984,Regular Season,NYK vs. CLE,1,CLE,108,,,0,2.0
0028400934,1985-04-13,1984,Regular Season,NYK @ MIL,0,MIL,84,,,0,1.0
0028500012,1985-10-26,1985,Regular Season,NYK vs. PHL,1,PHL,89,,,0,
0028500030,1985-10-29,1985,Regular Season,NYK @ ATL,0,ATL,87,,,0,3.0
0028500036,1985-10-31,1985,Regular Season,NYK @ GOS,0,GOS,104,,,0,2.0
0028500052,1985-11-02,1985,Regular Season,NYK @ LAC,0,LAC,95,,,0,2.0
0028500057,1985-11-03,1985,Regular Season,NYK @ POR,0,POR,96,,,0,1.0
0028500063,1985-11-05,1985,Regular Season,NYK @ SEA,0,SEA,80,,,0,2.0
0028500070,1985-11-07,1985,Regular Season,NYK vs. MIL,1,MIL,88,,,0,2.0
0028500087,1985-11-09,1985,Regular Season,NYK vs. CHI,1,CHI,94,,,0,2.0
0028500098,1985-11-12,1985,Regular Season,NYK vs. PHX,1,PHX,103,,,1,3.0
0028500119,1985-11-16,1985,Regular Season,NYK vs. ATL,1,ATL,103,,,1,4.0
0028500136,1985-11-19,1985,Regular Season,NYK vs. WAS,1,WAS,98,,,1,3.0
0028500137,1985-11-20,1985,Regular Season,NYK @ DET,0,DET,98,,,0,1.0
0028500155,1985-11-22,1985,Regular Season,NYK @ WAS,0,WAS,94,,,0,2.0
0028500156,1985-11-23,1985,Regular Season,NYK vs. BOS,1,BOS,104,,,0,1.0
0028500175,1985-11-26,1985,Regular Season,NYK @ ATL,0,ATL,94,,,0,3.0
0028500178,1985-11-27,1985,Regular Season,NYK @ IND,0,IND,80,,,1,1.0
0028500188,1985-11-29,1985,Regular Season,NYK @ BOS,0,BOS,88,,,0,2.0
0028500199,1985-11-30,1985,Regular Season,NYK vs. PHL,1,PHL,95,,,0,1.0
0028500218,1985-12-03,1985,Regular Season,NYK vs. DEN,1,DEN,111,,,1,3.0
0028500229,1985-12-05,1985,Regular Season,NYK vs. MIL,1,MIL,95,,,0,2.0
0028500233,1985-12-06,1985,Regular Season,NYK @ IND,0,IND,83,,,0,1.0
0028500251,1985-12-10,1985,Regular Season,NYK vs. IND,1,IND,82,,,1,4.0
0028500268,1985-12-12,1985,Regular Season,NYK vs. NJN,1,NJN,85,,,0,2.0
0028500279,1985-12-14,1985,Regular Season,NYK vs. SAN,1,SAN,108,,,1,2.0
0028500297,1985-12-17,1985,Regular Season,NYK vs. LAL,1,LAL,99,,,0,3.0
0028500305,1985-12-19,1985,Regular Season,NYK vs. CLE,1,CLE,105,,,0,2.0
0028500323,1985-12-21,1985,Regular Season,NYK vs. DET,1,DET,112,,,1,2.0
0028500325,1985-12-22,1985,Regular Season,NYK @ WAS,0,WAS,100,,,1,1.0
0028500331,1985-12-25,1985,Regular Season,NYK vs. BOS,1,BOS,113,,,1,3.0
0028500337,1985-12-26,1985,Regular Season,NYK @ CHI,0,CHI,113,,,1,1.0
0028500352,1985-12-28,1985,Regular Season,NYK vs. ATL,1,ATL,80,,,0,2.0
0028500360,1985-12-30,1985,Regular Season,NYK @ NJN,0,NJN,111,,,0,2.0
0028500365,1986-01-02,1985,Regular Season,NYK vs. WAS,1,WAS,109,,,0,3.0
0028500379,1986-01-04,1985,Regular Season,NYK @ MIL,0,MIL,86,,,0,2.0
0028500390,1986-01-07,1985,Regular Season,NYK vs. IND,1,IND,93,,,1,3.0
0028500418,1986-01-11,1985,Regular Season,NYK vs. POR,1,POR,106,,,0,4.0
0028500427,1986-01-13,1985,Regular Season,NYK vs. SAC,1,SAC,115,,,1,2.0
0028500441,1986-01-15,1985,Regular Season,NYK @ DAL,0,DAL,116,,,1,2.0
0028500446,1986-01-17,1985,Regular Season,NYK @ SAN,0,SAN,100,,,0,2.0
0028500454,1986-01-18,1985,Regular Season,NYK @ HOU,0,HOU,95,,,0,1.0
0028500465,1986-01-20,1985,Regular Season,NYK @ PHL,0,PHL,93,,,0,2.0
0028500474,1986-01-21,1985,Regular Season,NYK vs. GOS,1,GOS,121,,,1,1.0
0028500485,1986-01-24,1985,Regular Season,NYK @ ATL,0,ATL,100,,,0,3.0
0028500492,1986-01-25,1985,Regular Season,NYK vs. MIL,1,MIL,88,,,0,1.0
0028500510,1986-01-28,1985,Regular Season,NYK vs. CHI,1,CHI,118,,,1,3.0
0028500528,1986-01-30,1985,Regular Season,NYK @ DEN,0,DEN,97,,,0,2.0
0028500533,1986-01-31,1985,Regular Season,NYK @ PHX,0,PHX,117,,,1,1.0
0028500544,1986-02-02,1985,Regular Season,NYK @ LAL,0,LAL,103,,,1,2.0
0028500548,1986-02-03,1985,Regular Season,NYK @ SAC,0,SAC,90,,,0,1.0
0028500561,1986-02-06,1985,Regular Season,NYK @ UTH,0,UTH,101,,,0,3.0
0028500580,1986-02-12,1985,Regular Season,NYK @ DET,0,DET,99,,,0,6.0
0028500591,1986-02-13,1985,Regular Season,NYK vs. PHL,1,PHL,92,,,0,1.0
0028500597,1986-02-15,1985,Regular Season,NYK vs. UTH,1,UTH,97,,,0,2.0
0028500615,1986-02-17,1985,Regular Season,NYK @ CLE,0,CLE,97,,,0,2.0
0028500620,1986-02-18,1985,Regular Season,NYK vs. CLE,1,CLE,105,,,0,1.0
0028500635,1986-02-21,1985,Regular Season,NYK vs. SEA,1,SEA,117,,,1,3.0
0028500649,1986-02-23,1985,Regular Season,NYK vs. LAC,1,LAC,99,,,0,2.0
0028500660,1986-02-25,1985,Regular Season,NYK vs. BOS,1,BOS,74,,,0,2.0
0028500687,1986-03-01,1985,Regular Season,NYK vs. NJN,1,NJN,100,,,0,4.0
0028500696,1986-03-03,1985,Regular Season,NYK @ MIL,0,MIL,108,,,0,2.0
0028500700,1986-03-04,1985,Regular Season,NYK vs. WAS,1,WAS,119,,,1,1.0
0028500715,1986-03-06,1985,Regular Season,NYK @ WAS,0,WAS,111,,,0,2.0
0028500721,1986-03-07,1985,Regular Season,NYK @ BOS,0,BOS,108,,,0,1.0
0028500736,1986-03-09,1985,Regular Season,NYK @ CHI,0,CHI,101,,,0,2.0
0028500741,1986-03-11,1985,Regular Season,NYK vs. CLE,1,CLE,107,,,0,2.0
0028500753,1986-03-12,1985,Regular Season,NYK @ PHL,0,PHL,95,,,0,1.0
0028500766,1986-03-14,1985,Regular Season,NYK @ DET,0,DET,89,,,0,2.0
0028500770,1986-03-15,1985,Regular Season,NYK vs. ATL,1,ATL,101,,,0,1.0
0028500784,1986-03-17,1985,Regular Season,NYK @ IND,0,IND,92,,,0,2.0
0028500792,1986-03-18,1985,Regular Season,NYK @ NJN,0,NJN,107,,,1,1.0
0028500801,1986-03-20,1985,Regular Season,NYK @ CLE,0,CLE,93,,,1,2.0
0028500818,1986-03-22,1985,Regular Season,NYK vs. HOU,1,HOU,99,,,0,2.0
0028500828,1986-03-25,1985,Regular Season,NYK @ CHI,0,CHI,98,,,0,3.0
0028500841,1986-03-27,1985,Regular Season,NYK vs. DAL,1,DAL,105,,,0,2.0
0028500854,1986-03-29,1985,Regular Season,NYK vs. CHI,1,CHI,96,,,0,2.0
0028500871,1986-04-01,1985,Regular Season,NYK vs. NJN,1,NJN,93,,,0,3.0
0028500873,1986-04-02,1985,Regular Season,NYK @ PHL,0,PHL,87,,,0,1.0
0028500888,1986-04-04,1985,Regular Season,NYK @ BOS,0,BOS,98,,,0,2.0
0028500890,1986-04-05,1985,Regular Season,NYK @ NJN,0,NJN,93,,,0,1.0
0028500901,1986-04-07,1985,Regular Season,NYK vs. IND,1,IND,106,,,1,2.0
0028500924,1986-04-11,1985,Regular Season,NYK vs. DET,1,DET,95,,,0,4.0
0028500930,1986-04-12,1985,Regular Season,NYK @ MIL,0,MIL,78,,,0,1.0
0028600004,1986-10-31,1986,Regular Season,NYK @ NJN,0,NJN,97,,,0,
0028600014,1986-11-01,1986,Regular Season,NYK vs. CHI,1,CHI,103,,,0,1.0
0028600024,1986-11-03,1986,Regular Season,NYK @ GOS,0,GOS,95,,,0,2.0
0028600023,1986-11-04,1986,Regular Season,NYK @ DEN,0,DEN,103,,,0,1.0
0028600041,1986-11-06,1986,Regular Season,NYK @ SAC,0,SAC,106,,,1,2.0
0028600054,1986-11-08,1986,Regular Season,NYK @ SEA,0,SEA,102,,,0,2.0
0028600058,1986-11-09,1986,Regular Season,NYK @ LAL,0,LAL,88,,,0,1.0
0028600061,1986-11-11,1986,Regular Season,NYK vs. PHX,1,PHX,111,,,1,2.0
0028600084,1986-11-14,1986,Regular Season,NYK @ MIL,0,MIL,103,,,0,3.0
0028600090,1986-11-15,1986,Regular Season,NYK vs. WAS,1,WAS,104,,,1,1.0
0028600108,1986-11-19,1986,Regular Season,NYK @ PHL,0,PHL,94,,,0,4.0
0028600120,1986-11-21,1986,Regular Season,NYK @ CHI,0,CHI,99,,,0,2.0
0028600126,1986-11-22,1986,Regular Season,NYK vs. GOS,1,GOS,93,,,0,1.0
0028600140,1986-11-25,1986,Regular Season,NYK vs. HOU,1,HOU,102,,,1,3.0
0028600149,1986-11-26,1986,Regular Season,NYK @ BOS,0,BOS,90,,,0,1.0
0028600164,1986-11-29,1986,Regular Season,NYK vs. CLE,1,CLE,88,,,0,3.0
0028600172,1986-12-02,1986,Regular Season,NYK @ PHX,0,PHX,100,,,0,3.0
0028600189,1986-12-04,1986,Regular Season,NYK @ LAC,0,LAC,95,,,1,2.0
0028600192,1986-12-05,1986,Regular Season,NYK @ UTH,0,UTH,96,,,0,1.0
0028600207,1986-12-07,1986,Regular Season,NYK @ POR,0,POR,104,,,0,2.0
0028600209,1986-12-09,1986,Regular Season,NYK vs. LAL,1,LAL,87,,,0,2.0
0028600214,1986-12-10,1986,Regular Season,NYK @ WAS,0,WAS,105,,,0,1.0
0028600243,1986-12-13,1986,Regular Season,NYK vs. ATL,1,ATL,110,,,0,3.0
0028600254,1986-12-16,1986,Regular Season,NYK vs. BOS,1,BOS,96,,,0,3.0
0028600268,1986-12-18,1986,Regular Season,NYK vs. NJN,1,NJN,93,,,0,2.0
0028600275,1986-12-20,1986,Regular Season,NYK vs. IND,1,IND,99,,,0,2.0
0028600288,1986-12-22,1986,Regular Season,NYK vs. SAN,1,SAN,103,,,1,2.0
0028600300,1986-12-25,1986,Regular Season,NYK vs. CHI,1,CHI,86,,,1,3.0
0028600312,1986-12-27,1986,Regular Season,NYK vs. MIL,1,MIL,114,,,1,2.0
0028600327,1986-12-30,1986,Regular Season,NYK vs. WAS,1,WAS,103,,,1,3.0
0028600348,1987-01-03,1986,Regular Season,NYK @ ATL,0,ATL,92,,,0,4.0
0028600356,1987-01-06,1986,Regular Season,NYK vs. ATL,1,ATL,118,,,1,3.0
0028600366,1987-01-07,1986,Regular Season,NYK @ DET,0,DET,111,,,0,1.0
0028600381,1987-01-09,1986,Regular Season,NYK @ PHL,0,PHL,94,,,1,2.0
0028600389,1987-01-10,1986,Regular Season,NYK vs. SAC,1,SAC,119,,,1,1.0
0028600398,1987-01-13,1986,Regular Season,NYK vs. DAL,1,DAL,103,,,0,3.0
0028600426,1987-01-17,1986,Regular Season,NYK @ CLE,0,CLE,110,,,0,4.0
0028600440,1987-01-19,1986,Regular Season,NYK vs. BOS,1,BOS,111,,,1,2.0
0028600451,1987-01-21,1986,Regular Season,NYK @ DAL,0,DAL,93,,,0,2.0
0028600460,1987-01-23,1986,Regular Season,NYK @ HOU,0,HOU,95,,,0,2.0
0028600463,1987-01-24,1986,Regular Season,NYK @ SAN,0,SAN,101,,,0,1.0
0028600482,1987-01-27,1986,Regular Season,NYK vs. PHL,1,PHL,103,,,0,3.0
0028600500,1987-01-30,1986,Regular Season,NYK @ ATL,0,ATL,98,,,0,3.0
0028600507,1987-01-31,1986,Regular Season,NYK vs. DET,1,DET,113,,,0,1.0
